nr|nederlands|frans|engels
|Uw broer was toch niet getrouwd?|Votre frère était célibataire, je crois ?|Your brother was, I believe, unmarried, was he not?
|Nee, nee.|Oui, oui.|Oh yes.
|Mensen die uitsluitend voor hun plezier leven zijn dat nooit.|Comme tous ceux qui ne vivent que pour le plaisir.|People who live entirely for pleasure usually are.
|Het gaat niet om een kind, dominee.|Il ne s’agit pas d’un enfant, cher révérend.|But it is not for any child, dear Doctor.
|Ik ben ten zeerste gesteld op kinderen.|J’aime beaucoup les enfants|I am very fond of children.
| Nee het gaat erom dat ikzelf gedoopt wil worden. Deze middag nog,|mais le fait est que je voudrais être moi-même baptisé, cette après-midi.|No! The fact is, I would like to be christened myself, this afternoon,
| als u niets beters te doen heeft.|Si vous n’avez rien de mieux à faire.|if you have nothing better to do.
|Mr. Worthing, u bent toch vast al eens gedoopt?|Mais vous avez certainement été déjà baptisé, M. Worthing.|But surely, Mr. Worthing, you have been christened already?
|Niet dat ik me herinner.|Je ne m’en souviens pas du tout.|I don’t remember anything about it.
|Hebt u gegronde redenen daaraan te twijfelen?|Avez-vous des doutes sérieux sur la question?|But have you any grave doubts on the subject?
|Ik ben zeker van plan die te hebben.|Sans doute je voudrais en avoir.|I certainly intend to have.
|Natuurlijk weet ik niet of zoiets u op welke wijze dan ook zou storen,|Mais peutêtre que cette affaire vous ennuie,|Of course I don’t know if the thing would bother you in any way,
|of misschien denk je dat ik daar nu te oud voor ben.|ou que vous me trouvez un peu vieux.|or if you think I am a little too old now.
|Niet in het minste.|Pas du tout.|Not at all.
|Het besprenkelen, ja zelfs het onderdompelen van volwassenen|L’aspersion et l’immersion sont|The sprinkling, and, indeed, the immersion of adults
|past perfect in de kerkelijke leer.|des pratiques tout à fait canoniques.|is a perfectly canonical practice.
|Onderdompelen!|L’immersion!|Immersion!
|Wees niet bevreesd.|Ne craignez rien.|You need have no apprehensions.
|Besprenkelen, meer is niet nodig of zelfs verstandig.|L’aspersion est suffisante ou du moins adaptée à votre cas.|Sprinkling is all that is necessary, or indeed I think advisable.
|We hebben hier zo’n wisselvallig klimaat.|Notre climat est si variable.|Our weather is so changeable.
| Hoe laat wenst u de plechtigheid voltrokken te zien?|Et à quelle heure souhaitez-vous qu’ait lieu la cérémonie ?|At what hour would you wish the ceremony performed?
|Oh, ik kan eens langs springen rond vijf uur als dat past voor u.|Oh, je pourrais venir vers cinq heures, si ça vous convient.|Oh, I might trot round about five if that would suit you.
|Perfect, perfect!|Parfait, parfait!|Perfectly, perfectly!
|Ik heb dan al zo’n plechtigheid.|Il se trouve que j’ai deux baptêmes à célébrer à cette heure-là.|In fact I have two similar ceremonies to perform at that time.
|Een tweeling die onlangs werd geboren in een van die huisjes|Deux jumeaux nés|A case of twins that occurred recently in one of the outlying cottages
|aan de rand van uw eigen landerijen.|dans votre propriété,|on your own estate.
|Arme Jenkins, de voorman. Een harde werker.|du pauvre Jenkins le charretier, un homme qui travaille dur.|Poor Jenkins the carter, a most hard-working man.
|Oh! Ik zie het plezier ervan niet in om gedoopt te worden met andere baby’s.|Euh… ce n’est pas très drôle d’être baptisé avec d’autres bébés.|Oh!  I don’t see much fun in being christened along with other babies.
|Dat zou kinderlijk zijn.|Ce serait puéril.|It would be childish.
|Komt half zes ook gelegen?|Pourquoi pas à cinq heures et demie.|Would half-past five do?
|Uitmuntend! Uitmuntend!|Excellent! Excellent!|Admirably!  Admirably!
|En nu Mr. Worthing,|Maintenant, cher M. Worthing,|And now, dear Mr. Worthing,
|wil ik u niet langer tot last zijn in dit huis der smarten.|je ne veux pas m’imposer plus longtemps une maison de tristesse.|I will not intrude any longer into a house of sorrow.
|Laat u niet tezeer door het verdriet teneerslaan, Mr. Worthing.|Je vous souhaite simplement de ne pas vous laisser abattre.|I would merely beg you not to be too much bowed down by grief.
|Bedenk dat bittere beproevingen vaak verkapte zegeningen zijn.|Ce qui nous parait une épreuve amère se révèle souvent une bénédiction déguisée.|What seem to us bitter trials are often blessings in disguise.
|Dit lijkt me anders duidelijk genoeg een zegening.|Ça me parait une bénédiction pas déguisée du tout.|This seems to me a blessing of an extremely obvious kind.
|Oom Jack!|Oncle Jack!|Uncle Jack!
|Wat heerlijk dat u terug bent.|Que je suis contente de vous voir de retour.|Oh, I am pleased to see you back.
|Maar wat hebt u afschuwelijke kleren aan!|Mais, qu’est-que c’est que ces horribles vêtements.|But what horrid clothes you have got on!
|Ga u alstublieft verkleden.|Allez vite vous changer.|Do go and change them.
|Cecily!|Cecily!|Cecily!
|Kind! Kind toch!|Mon enfant! Mon enfant!|My child! my child!
|Wat is er aan de hand, oom Jack?|Qu’est-ce qui ne va pas, Oncle Jack?|What is the matter, Uncle Jack?
|Kijk toch blij!|Souriez!|Do look happy!
|U kijkt alsof u kiespijn hebt,|On dirait que vous avez mal aux dents.|You look as if you had toothache,
|en ik heb nog wel zo’n verassing voor u.|J’ai une grande surprise pour vous.|and I have got such a surprise for you.
|Raad eens wie er in de eetkamer is?|Devinez qui est dans la salle à manger?|Who do you think is in the dining-room?
|Uw broer.|Votre frère!|Your brother!
|Wie?|Qui?|Who?
|Uw broer Ernst.|Votre frère Constant.|Your brother Ernest.
|Hij kwam een half uur geleden aan.|Il vient d’arriver.|He arrived about half an hour ago.
|Onzin.|Quelle absurdité!|What nonsense!
|Ik heb geen broer.|Je n’ai pas de frère !|I haven’t got a brother.
|Zeg dat toch niet.|Oh, ne dites pas ça.|Oh, don’t say that.
|Hoe slecht hij zich in het verleden ook heeft gedragen, hij blijft uw broer.|Même s’il s’est mal conduit dans le passé c’est tout de même votre frère.|However badly he may have behaved to you in the past he is still your brother.
|U kunt toch niet zo harteloos zijn hem te verloochenen?|Vous êtes bon, vous ne pouvez pas le renier.|You couldn’t be so heartless as to disown him.
|Ik zal hem vragen hierheen te komen.|Je vais lui dire de venir ici|I’ll tell him to come out.
|En u zult hem een hand geven, hè, oom Jack?|et vous lui serrerez la main, n’est-ce pas, Oncle Jack?|And you will shake hands with him, won’t you, Uncle Jack?
|Een waarlijk heugelijke tijding.|Voilà de réjouissantes nouvelles!|These are very joyful tidings.
|Nu we ons bij zijn verlies hadden neergelegd,|Nous étions déjà résignés à sa disparition|After we had all been resigned to his loss,
|stemt me zijn plotselinge terugkeer uitermate verontrust.|et son retour soudain me semble vraiment affligeant.|his sudden return seems to me peculiarly distressing.
|Mijn broer in de eetkamer?|Mon frère est dans la salle à manger?|My brother is in the dining-room?
|Ik weet niet wat dat te betekenen heeft.|Je ne comprends pas,|I don’t know what it all means.
|Dat komt me volstrekt belachelijk voor.|c’est totalement absurde.|I think it is perfectly absurd.
|Goeie genade!|Bonté divine!|Good heavens!
|Broer John, ik ben speciaal uit de stad gekomen om je te vertellen|John, mon frère, je suis venu te dire|Brother John, I have come down from town to tell you
|hoezeer het me spijt dat ik je zoveel moeilijkheden heb bezorgd,|que je suis tout à fait désolé pour tous les ennuis que je t’ai causés.|that I am very sorry for all the trouble I have given you,
|en dat ik van plan ben mijn leven te beteren.|J’ai bien l’intention de changer de vie, tu sais.|and that I intend to lead a better life in the future.
|Oom Jack, u weigert toch niet de hand van uw eigen broer?|Oncle Jack, vous n’allez pas refuser de serrer la main de votre propre frère.|Uncle Jack, you are not going to refuse your own brother’s hand?
|Niets kan me ertoe brengen hem de hand te reiken.|Rien ne me persuadera de serrer cette main.|Nothing will induce me to take his hand.
|Ik vind het schandalig dat hij naar ons toe is gekomen.|Je trouve que sa venue est extrêmement déplaisante|I think his coming down here disgraceful.
|En hij weet donders goed waarom.|et il sait très bien pourquoi.|He knows perfectly well why.
|Oom Jack, wees nu aardig.|Oncle Jack, soyez gentil.|Uncle Jack, do be nice.
|Iedereen heeft iets goed in zich.|Il y a quelque chose de bon en chacun de nous.|There is some good in every one.
|Ernst heeft me zojuist verteld over zijn arme zieke vriend Mr. Bunbury,|Constant me parlait justement de M. Bunbury, qui est si malade|Ernest has just been telling me about his poor invalid friend Mr. Bunbury,
|die hij zo vaak gaat bezoeken.|et qu’il va souvent visiter.|whom he goes to visit so often.
|Er moet toch wel iets goeds zitten in iemand die zoveel geeft om een zieke vriend|Il y a sûrement quelque chose de bon dans une personne|And surely there must be much good in one who is kind to an invalid,
|en al het vertier van Londen in de steek laat om aan een ziekenbed te gaan zitten.|capable de quitter les plaisirs de Londres pour s’assoir près d’un lit de douleur.|and leaves the pleasures of London to sit by a bed of pain.
|Wat !? Bunbury! Hij heeft het over Bunbury gehad, hè|Alors, il vous a parlé de Bunbury, c’est ça ?|Oh! He has been talking about Bunbury, has he?
|Jazeker, hij heeft me alles verteld over arme bunbury|Oui, il m’a tout raconté au sujet de ce pauvre M. Bunbury|Yes, he has told me all about poor Mr. Bunbury,
|en zijn betreurenswaardige gezondheid.|et de son terrible état de santé.|and his terrible state of health.
|Wel, ik laat hem niet zomaar vertellen over Bunbury|Bunbury! Je vous défends de l’écouter à ce sujet...|Bunbury!  Well, I won’t have him talk to you about Bunbury
|of over wat dan ook.|ou à n'importe quel autre sujet!|or about anything else.
|Hier wordt een mens toch horendol van.|Il y a de quoi devenir fou!|It is enough to drive one perfectly frantic.
|Natuurlijk, het is allemaal mijn schuld.|Naturellement, j’admets que les torts sont de mon côté.|Of course I admit that the faults were all on my side.
|Maar ik moet zeggen dat je koelte|Tout de même, je dois dire que la froideur de John, mon frère,|But I must say that I think that Brother John’s coldness to me
|me pijnlijk treft,|m’est très pénible.|is peculiarly painful.
|vooral omdat ik hier voor het eerst ben.|d’autant plus que c’est la première fois que je viens ici.|especially considering it is the first time I have come here.
|Oom Jack, als u Ernst geen hand geeft zal ik het u nooit vergeven.|Oncle Jack, si vous ne serrez pas la main de Constant, je ne vous le pardonnerai jamais.|Uncle Jack, if you don’t shake hands with Ernest I will never forgive you.
|Het mij nooit vergeven?|Jamais ?|Never forgive me?
|Nooit, nooit, nooit!|Jamais, jamais, jamais.|Never, never, never!
|Dan zit er niets anders op, vrees ik.|C’est bien la dernière fois!|Well, this is the last time I shall ever do it.
|Is het niet aangenaam om van zo’n volmaakte verzoening getuige te zijn?|Comme c’est agréable de voir une réconciliation aussi parfaite.|It’s pleasant, is it not, to see so perfect a reconciliation?
|Ik denk dat we de twee broers maar beter alleen laten.|Eh bien, je crois que nous devrions laisser les deux frères seuls.|I think we might leave the two brothers together.
|Cecily, je kan met ons meekomen.|Venez, Cecily.|Cecily, you will come with us.
|Zeker, Miss Prism.|Bien sûr.|Certainly,
|Mijn verzoeningswerk is hier gedaan.|Mon petit rôle de conciliatrice est terminé.|My little task of reconciliation is over.
|Je hebt vandaag je goede daad verricht kind.|Vous avez fait une belle action aujourd’hui, chère enfant.|You have done a beautiful action to-day, dear child.
|Laten we maar niet te voorbarig zijn.|Ne nous avançons pas trop.|We must not be premature in our judgments.
|Ik voel me heel gelukkig.|Je me sens si heureuse.|I feel very happy.
|||
|Schurk dat je bent, Algy. Maak dat je wegkomt.|Algy, espèce de voyou, tu vas filer|You young scoundrel, Algy, you must get out of this place
|Zo snel mogelijk!|tout de suite.|as soon as possible.
|Ik wil geen gebunburie hier.|Je ne te laisserai pas Bunburiser ici!|I don’t allow any Bunburying here.
|Ik heb de spullen van Mr. Ernst in de kamer naast de uwe gezet, meneer.|J’ai mis les affaires de M. Constant dans la chambre à côté de la votre, monsieur.|I have put Mr. Ernest’s things in the room next to yours, sir.
|Ik veronderstel dat dit naar behoren is.|Je suppose que cela vous convient.|I suppose that is all right?
|Wat?|Quoi ?|What?
|De bagage van Mr. Ernst, meneer.|Les bagages de M. Constant, monsieur.|Mr. Ernest’s luggage, sir.
|Ik heb ze uitgepakt en in de kamer naast de uwe geplaatst.|Je les ai mis dans la chambre à côté de la votre.|I have unpacked it and put it in the room next to your own.
|Zijn bagage?| Ses bagages ?|His luggage?
|Ja, meneer.| Oui monsieur.|Yes, sir.
|Drie valiezen, een toiletkoffer,|Trois valises, une malle,|Three portmanteaus, a dressing-case,
|twee hoedendozen en een grote lunchmand.|deux cartons à chapeaux et un grand panier à pique-nique.|two hat-boxes, and a large luncheon-basket.
|Ik vrees dat ik dit keer maar een week kan blijven.| Je crains de ne pouvoir rester plus d’une semaine, cette fois.|I am afraid I can’t stay more than a week this time.
|Merriman, laat het rijtuig onmiddellijk komen.| Merriman, faites atteler tout de suite.|Merriman, order the dog-cart at once.
|Mr. Ernst wordt plots terug in de stad verwacht.|M. Constant vient d’être rappelé en ville.|Mr. Ernest has been suddenly called back to town.
|Ja, meneer.| Oui, monsieur.|Yes, sir.
|Wat een verschrikkelijke leugenaar ben je toch, Jack.| Quel terrible menteur tu fais, Jack.|What a fearful liar you are,
|Ik word helemaal niet in de stad verwacht.|Je n’ai pas été rappelé à Londres.|I have not been called back to town at all.
|Je wordt zeker wel daar verwacht.| Mais si !|Yes, you have.
|Wel dat is niet mijn verwachting!| Je n’ai pas entendu.|I haven’t heard any one call me.
|Het is wat er van een plichtsbewuste heer verwacht wordt.| Ce sont tes devoirs de gentleman qui te rappellent.|Your duty as a gentleman calls you back.
|Mijn plicht als een heer heeft nog nooit| Je n’ai jamais laissé mes devoirs de gentleman|My duty as a gentleman has never interfered
|in het minste mijn pleziertjes verstoord.|perturber mes plaisirs.|with my pleasures in the smallest degree.
|Dat kan ik zeker begrijpen.| Je vois ça.|I can quite understand that.
|Wel, Cecily is een schat.| Ecoute, Cecily est délicieuse.|Well, Cecily is a darling.
|Het bevalt me niet dat je op die manier over Miss Cardew praat.| Ne parle pas comme ça de Miss Cardew.|You are not to talk of Miss Cardew like that.
|Ik vind het maar niks.|Je n’aime pas ça.|I don’t like it.
|En jouw kleren bevallen me niet.| Eh bien moi je n’aime pas ton costume.|Well, I don’t like your clothes.
|Waarom ga je je niet verkleden?|Pourquoi ne vas-tu pas te changer?|Why on earth don’t you go up and change?
|Je ziet er helemaal belachelijk uit in die kleren.|Tu as l’air tout à fait ridicule.|You look perfectly ridiculous in them.
|Het is kinderachtig om in de rouw te zijn voor een man|C’est tout à fait grotesque de porter le deuil d’un homme|It is perfectly childish to be in deep mourning for a man
|die nog een week bij je blijft logeren.|qui va rester ici toute une semaine, comme invité, dans ta maison.|who is actually staying for a whole week with you in your house as a guest.
|Ik noem het zelfs grotesk.| J'appelle ça grotesque.|I call it grotesque.
|Jij blijft hier hoe dan ook geen week logeren| Tu ne vas certainement pas rester ici une semaine|You are certainly not staying with me for a whole week
|als een gast of wat dan ook.|comme invité ou quoi que ce soit d’autre.|as a guest or anything else.
|Ik wil dat je vertrekt ... met de trein van vier uur vijf.|Tu vas filer… par le train de quatre heures cinq.|You have got to leave, by the four-five train.
|Ik ga niet weg zolang jij in de rouw bent.| Je ne vais pas te quitter alors que tu es en deuil.|I certainly won’t leave you so long as you are in mourning.
|Dat zou onhoffelijk zijn.|Ce serait vraiment inamical.|It would be most unfriendly.
|Als ik in de rouw was zou jij ook bij me blijven, denk ik.|Si j’étais en deuil tu resterais près de moi, n’est-ce pas.|If I were in mourning you would stay with me, I suppose.
|Ik zou het zeer onhoffelijk vinden als je dat niet zou doen.|Ce serait très mesquin si tu partais.|I should think it very unkind if you didn’t.
|Je vertrekt dus als ik iets anders aantrek?| Bon, tu pars si je me change ?|Well, will you go if I change my clothes?
|Als je er niet te lang over doet.| Oui, oui, si ce n’est pas trop long.|Yes, if you are not too long.
|Ik ken niemand die er zolang over doet om zich te kleden,|Je ne connais personne d’aussi lent,|I never saw anybody take so long to dress,
|en met zo weinig resultaat.|et pour quel résultat !|and with such little result.
|Wel in ieder geval is het nog altijd beter| En tous cas,|Well, at any rate,
|dan altijd overmatig chic gekleed te zijn, zoals jij.|c’est mieux que d’être toujours tiré à quatre épingles, comme toi.|that is better than being always over-dressed as you are.
|Als ik soms overmatig chic ben,| Oui, de temps en temps,|If I am occasionally a little over-dressed,
|maak ik dat goed door ook overmatig goed opgeleid te zijn.|mais c’est parce que je suis extrêmement bien élevé.|I make up for it by being always immensely over-educated.
|Jouw ijdelheid is belachelijk, je gedrag is een grof schandaal| Ta vanité est ridicule, ta conduite est scandaleuse|Your vanity is ridiculous, your conduct an outrage,
|en je aanwezigheid in mijn tuin ronduit absurd.|et ta présence insupportable.|and your presence in my garden utterly absurd.
|Maar je zult de trein van vier uur vijf halen,|Tu vas prendre le quatre heures cinq,|However, you have got to catch the four-five,
|en ik hoop dat je een aangename reis terug naar Londen hebt.|et je te souhaite bon voyage.|and I hope you will have a pleasant journey back to town.
|Je bunburie is nu eens geen succes geworden.|Bunburiser ne t’aura pas réussi cette fois.|This Bunburying, as you call it, has not been a great success for you.
|||
|Ik geloof juist dat het een groot succes is geworden. Ik ben verliefd op Cecily, en beter kan het al niet.|Et moi je suis sûr que c’est une réussite. Je suis amoureux de Cecily. Voilà tout!|I think it has been a great success.  I’m in love with Cecily, and that is everything.
|Maar ik moet haar zien voor ik wegga en regelingen treffen voor nog een Bunbury.|Mais je dois la voir et arranger un autre bunburisme.|But I must see her before I go, and make arrangements for another Bunbury.
|Ah, daar is ze.|Ah, la voilà.|Ah, there she is.
|Oh, ik kom eigenlijk alleen maar buiten om de bloemen te begieten. Ik dacht dat je bij Oom Jack was.|Je venais juste arroser les fleurs. Je croyais que vous étiez avec Oncle Jack.|Oh, I merely came back to water the roses.  I thought you were with Uncle Jack.
|Hij is het rijtuig gaan halen voor me.|Il est allé faire atteler pour moi.|He’s gone to order the dog-cart for me.
|Oh, gaat hij je meenemen voor een leuk ritje?|Il vous emmène en promenade ?|Oh, is he going to take you for a nice drive?
|Hij stuurt me weg.|Il me renvoie.|He’s going to send me away.
|Moeten we dan afscheid nemen?|Alors, nous devons nous séparer ?|Then have we got to part?
|Ik vrees van wel. Het is een zeer pijnlijk afscheid.|J’en ai peur. C’est une séparation si douloureuse.|I am afraid so.  It’s a very painful parting.
|Het is altijd pijnlijk om afscheid te nemen van mensen die men nog maar pas kent.|C’est toujours douloureux de se séparer de gens qu’on connait à peine.|It is always painful to part from people whom one has known for a very brief space of time.
|De afwezigheid van oude vrienden valt nog met gelijkmoedigheid te dragen.|Les vieux amis, on peut s’y faire.|The absence of old friends one can endure with equanimity.
|Maar zelfs een kortstondige scheiding van iemand aan wie je net bent voorgesteld|Mais quand il faut quitter quelqu’un à qui on vient tout juste d’être présenté,|But even a momentary separation from anyone to whom one has just been introduced
|is bijna ondraaglijk.|c’est presque insupportable.|is almost unbearable.
|Dank je.|Je vous remercie.|Thank you.
|Het rijtuig staat klaar, meneer.|La voiture attend, monsieur.|The dog-cart is at the door, sir
|Het kan wachten, Merriman. Nog vijf minuten.|Ça peut attendre, Merriman, ça peut attendre cinq minutes.|It can wait, Merriman for five minutes.
|Zeker, mejuffrouw.|Oui, mademoiselle.|Yes, Miss.
|Ik hoop dat ik je niet beledig, Cecily,|Cecily, j’espère que vous ne serez pas choquée|I hope, Cecily, I shall not offend you
|als ik je ronduit beken|si j’affirme tout à fait franchement et ouvertement|if I state quite frankly and openly
|dat je me voorkomt als de belichaming van de absolute volmaaktheid.|que vous me semblez de toutes les façons la person&shy;nification visible de la perfection absolue.|that you seem to me to be in every way the visible personification of absolute perfection.
|Je oprechtheid is een punt in je voordeel, Ernst.|Cette franchise vous fait honneur, Constant.|I think your frankness does you great credit, Ernest.
|Met jouw goedkeuring, zal ik je uitspraak in mijn dagboek noteren.|Si vous le permettez je vais copier cette phrase dans mon journal.|If you will allow me, I will copy your remarks into my diary.
|Hou je echt een dagboek bij?|Vous tenez un journal intime ?|Do you really keep a diary?
|Ik zou er heel graag een kijkje in nemen.|Je donnerais n’importe quoi pour y jeter un coup d’oeil.|I’d give anything to look at it.
|Mag ik?|Vous permettez ?|May I?
|Oh nee.|Oh non !|Oh no.
|Het is alleen maar een persoonlijk verslag van de gedachten en impressies van  een heel jong meisje,|Voyez-vous c’est simplement les pensées et impressions d’une très jeune fille.|You see, it is simply a very young girl’s record of her own thoughts and impressions,
|en dus bedoeld voor publicatie.|Je le destine à la publication.|and consequently meant for publication.
|Als het in boekvorm verschijnt hoop ik dat je je een exemplaar zult aanschaffen.|Quand il paraitra j’espère que vous en commanderez un exemplaire.|When it appears in volume form I hope you will order a copy.
|Maar ga verder, Ernst,|Mais continuez, Constant,|But pray, Ernest, don’t stop.
|ik geniet enorm van gedicteerd te worden.|j’adore copier sous la dictée.|I delight in taking down from dictation.
|Ik ben nu bij “absolute volmaaktheid”.|J’en suis à « perfection absolue ».|I have reached ‘absolute perfection’.
|Ga verder, alsjeblieft.|Allez-y, je suis prête.|You can go on.  I am quite ready for more.
|Hm! Hm!|Hum! hum!|Ahem!  Ahem!
|Oh, Ernst, niet kuchen.|Ne toussez pas, Constant.|Oh, don’t cough, Ernest.
|Wie dicteert moet vloeiend spreken.|Quand on dicte il faut bien articuler, ne pas tousser.|When one is dictating one should speak fluently and not cough.
|Ik weet trouwens niet hoe je een kuch moet spellen.|En plus je ne sais pas comment écrire une toux.|Besides, I don’t know how to spell a cough.
|Cecily, toen ik voor het eerst uw onvergelijkbare schoonheid aanschouwde,|Cecily, à peine avais-je aperçu votre merveilleuse et incomparable beauté|Cecily, ever since I first looked upon your wonderful and incomparable beauty,
|waagde ik het zelfs om van je te houden, wild, hartstochtelijk, toegewijd en|que je suis tombé amoureux sauvagement, passionnément, absolument|I have dared to love you wildly, passionately, devotedly
|hopeloos.|désespérément.|hopelessly.
|Ik denk niet dat je moet zeggen dat je van me houdt,|Je ne crois pas que vous devriez dire|I don’t think that you should tell me that you love me
|wild, hartstochtelijk, toegewijd en hopeloos.|sauvagement, passionnément, absolument, désespérément.|wildly, passionately, devotedly, hopelessly.
|Hopeloos lijkt weinig zin te hebben.|Désespérément, ça n’a pas de sens, non ?|Hopelessly doesn’t seem to make much sense, does it?
|Cecily!|Cecily !|Cecily!
|Het rijtuig wacht, meneer.|La voiture est prête, monsieur.|The dog-cart is waiting, sir.
|Zeg maar dat hij de volgende week om dezelfde tijd terugkomt.|Qu’elle revienne la semaine prochaine, à la même heure.|Tell it to come round next week, at the same hour.
|Zeker, meneer.|Oui, monsieur.|Yes, sir.
|Dat zal oom Jack niet prettig vinden,|Oncle Jack serait très contrarié|Uncle Jack would be very much annoyed
|dat je tot de volgende week, zelfde tijd, blijft.|s’il savait que vous restez jusqu’à la semaine prochaine à la même heure.|if he knew you were staying on till next week, at the same hour.
|Wat kan Jack me schelen?|Oh, peu m’importe Jack.|Oh, I don’t care about Jack!
|Mij kan niets in de wereld meer schelen behalve jou.|Je ne me soucie de personne que de vous.|I don’t care for anybody in the whole world but you.
|Ik houd van je. Cecily.|Je vous aime, Cecily.|I love you,
|Je zult toch met me trouwen?|Epousez-moi, voulez-vous ?|You will marry me, won’t you?
|Mallerd! Natuurlijk. We zijn toch al drie maanden verloofd?|Quel nigaud! Bien sûr, ça fait déjà trois mois que nous sommes fiancés.|You silly boy!  Of course.  Why, we have been engaged for the last three months.
|Drie maanden?|Déjà trois mois ?|For the last three months?
|Ja, aanstaande donderdag precies drie maanden.|Oui, ça fera exactement trois mois jeudi.|Yes, it will be exactly three months on Thursday.
|Hoezo zijn we verloofd?|Mais comment nous sommes-nous fiancés ?|But how did we become engaged?
|Wel vanaf het moment dat oom Jack ons opbiechtte|Eh bien depuis le jour où Oncle Jack nous a raconté|Well, ever since dear Uncle Jack first confessed to us
|dat hij een jongere broer had die erg slecht was,|qu’il avait un vilain jeune frère.|that he had a younger brother who was very wicked and bad,
|vormde jij natuurlijk het voornaamste gespreksonderwerp|Naturellement, depuis, vous êtes devenu le principal sujet de conversation|you, of course, have formed the chief topic of conversation
|tussen mij en Miss Prism.|entre Miss Prism et moi.|between myself and Miss Prism.
|En een man waar veel over wordt gepraat is altijd erg aantrekkelijk.|Et naturellement un homme dont on parle toujours devient toujours très attirant.|And of course a man who is much talked about is always very attractive.
|Er moet toch iets goeds in hem zijn.|On se dit qu’il doit y avoir quelque chose de fort en lui.|One feels there must be something in him, after all.
|Het zal wel erg dwaas van me zijn,|C’était fou de ma part,|I daresay it was foolish of me,
|maar ik werd verliefd op je, Ernst.|mais je suis tombée amoureuse de vous, Constant.|but I fell in love with you, Ernest.
|Lieveling! En wanneer vond de verloving officieel plaats?|Ma chérie ! Et quand eurent lieu, les fiançailles ?|Darling!  And when was the engagement actually settled?
|Op 14 februari.|Le 14 février dernier.|On the 14th of February last.
|Radeloos door jouw totale onwetendheid van mijn bestaan|Lasse de vous laisser ignorer mon existence,|Worn out by your entire ignorance of my existence,
|besloot ik iets te ondernemen,|j’ai décidé de résoudre la question d’une manière ou d’une autre.|I determined to end the matter one way or the other,
|en na een lange tweestrijd|Après un long combat avec moi-même|and after a long struggle with myself
|zei ik in de tuin ja tegen je onder deze oude boom hier.|j’ai accepté votre demande, ici-même, sous ce cher vieux grand arbre.|I accepted you under this dear old tree here.
|||
|De dag daarop kocht ik uit jouw naam dit ringetje|Le lendemain j’ai acheté cette petite bague, en votre nom,|The next day I bought this little ring in your name,
|en dit is het armbandje met het symbolische liefdesknoopje,|et voici le petit bracelet avec le ruban des vrais amoureux|and this is the little bangle with the true lover’s knot
|dat ik jou beloofde om altijd te dragen.|que je vous ai promis de porter toujours sur moi.|I promised you always to wear.
|Heb ik je dit gegeven? Het is zeer mooi, is het niet?|Je vous ai donné ça ? C’est très joli, n’est-ce pas ?|Did I give you this?  It’s very pretty, isn’t it?
|Ja, je hebt een geweldige goede smaak, Ernst.|Mais oui. Vous avez merveilleusement bon goût, Constant.|Yes, you’ve wonderfully good taste, Ernest.
|Het is het excuus dat ik altijd geef voor het slechte leven dat je leidt.|Ça vous excuse d’avoir mené une vie si dissolue.|It’s the excuse I’ve always given for your leading such a bad life.
|En in deze doos bewaar ik al je brieven.|Et voici la boite dans laquelle je garde toutes vos chères lettres.|And this is the box in which I keep all your dear letters.
|Mijn brieven!|Mes lettres ?|My letters!
|Maar, mijn allerliefste Cecily, ik heb je nooit een brief geschreven.|Mais, ma douce petite Cecily à moi, je ne vous ai jamais écrit de lettres.|But, my own sweet Cecily, I have never written you any letters.
|Daar hoef je me heus niet aan te herinneren.|Inutile de me le faire remarquer, Constant.|You need hardly remind me of that, Ernest.
|Ik weet maar al te goed, dat Ik zelf al je brieven heb moeten schrijven.|Je me souviens trop bien qu’il m’a fallu écrire ces lettres à votre place.|I remember only too well that I was forced to write your letters for you.
|Ik schreef drie keer per week, en soms vaker.|Je vous écrivais trois fois par semaine, et plus souvent parfois.|I wrote always three times a week, and sometimes oftener.
|Je moet ze me eens laten lezen, Cecily.|Oh, puis-je les lire, Cecily ?|Oh, do let me read them, Cecily?
|Geen sprake van. Je zou er alleen maar verwaand van worden.|Impossible, ça vous rendrait trop vaniteux.|Oh, I couldn’t possibly.  They would make you far too conceited.
|De drie die je me geschreven hebt toen ik onze verloving had verbroken|Les trois que vous m’avez écrites après que j’ai rompu nos fiançailles|The three you wrote me after I had broken off the engagement
|zijn zo mooi en zo afschuwelijk slecht gespeld|sont si belles, et tellement pleines de fautes d’orthographe,|are so beautiful, and so badly spelled,
|dat ik er zelfs nu nog een beetje bij moet huilen.|que même aujourd’hui je ne peux les lire sans pleurer un peu.|that even now I can hardly read them without crying a little.
|Is onze verloving dan verbroken geweest?|Parce que nos fiançailles ont été rompues ?|But was our engagement ever broken off?
|Natuurlijk.|Bien sûr.|Of course it was.
|22 maart jongstleden.|C’était le 22 mars.|On the 22nd of last March.
|Je mag het lezen als je wilt:|Vous pouvez lire mes notes si vous voulez:|You can see the entry if you like.
|'Vandaag verbrak ik mijn verloving met Ernst.'|'Aujourd’hui, j’ai rompu mes fiançailles avec Constant.'|'To-day I broke off my engagement with Ernest.'
|'Ik voel dat het beter zo is.'|'Je pense que c'est mieux ainsi.'|'I feel it is better to do so.'
|'Het weer blijft aangenaam.'|'Le temps est toujours aussi beau.'|'The weather still continues charming.'
